Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Link8,-0.34461493448113,0.0576127554531144,0.227311211733729,0,0,0,0.167225523651081,0.000275275668175092,-2.89256050943276E-06,1.63881732203638E-07,0.000234531995078022,6.81651222029033E-08,0.000502995235545693,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link8.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link8.STL,,Driver-2,Global co-ordinate system,Axis_Joint8,Joint8,prismatic,0,0,0,0,0,0,base_link,0,0,1,0,0,0,0,,,,,,,,
Link9,-0.231940047250852,0.208822722298121,0.187299999999951,0,0,0,0.0391600670951286,2.24437538896452E-05,-6.64015770809315E-20,2.80630673249095E-22,3.05153745176888E-06,1.35760775584513E-20,2.24437538896452E-05,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link9.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link9.STL,,shaft-1,Global co-ordinate system,Global_y,Joint9,fixed,0,0,0,0,0,0,base_link,0,0,1,,,,,,,,,,,,
Link10,-0.338940047250853,-0.0311678812011153,0.172299999999948,0,0,0,0.130649426824106,0.00127072294455962,-2.74895614072112E-21,-4.26701118985479E-21,2.42669323081394E-05,3.66726053682152E-21,0.00127072294455962,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link10.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link10.STL,,30x30_340mm-1,Global co-ordinate system,Axis_joint10,joint10,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link11,-0.39894032888209,-0.15616793697623,0.154300404631122,0,0,0,0.129293462534657,0.000238325033060038,-1.11769772959299E-09,1.74400910964592E-11,0.000238264542930696,-9.64634866429045E-12,0.000475813644424298,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link11.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link11.STL,,plate_for_smaller_castor-1,Global co-ordinate system,Axis_Joint11,Joint11,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link12,-0.398940328882089,0.0938320630237707,0.154300404631121,0,0,0,0.129293462534657,0.000238325033060038,-1.11769772956574E-09,1.74400910811975E-11,0.000238264542930696,-9.64634865955567E-12,0.000475813644424298,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link12.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link12.STL,,plate_for_smaller_castor-2,Global co-ordinate system,Axis_Joint12,Joint12,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link13,0.166060194442634,-0.191167238858664,0.213000461362713,0,0,0,0.176211069113397,0.000377128569827464,-5.87470674607782E-11,1.30516120517496E-10,0.000520401312984034,-9.56457410198861E-11,0.000896472361284732,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link13.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link13.STL,,plate_for_bigger_castor-1,Global co-ordinate system,Global_z,Joint13,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link14,0.166060194442634,0.128832761141336,0.213000461362742,0,0,0,0.176211069113397,0.000377128569827464,-5.87470673558241E-11,1.30516120518467E-10,0.000520401312984033,-9.56457410195288E-11,0.000896472361284732,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link14.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link14.STL,,plate_for_bigger_castor-2,Global co-ordinate system,Global_z,Joint14,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link15,0.193802618405017,-0.0311748788022809,0.223807483818397,0,0,0,0.0323246017763136,4.18109611006956E-05,-3.78710175068604E-09,-5.63438975707762E-06,3.78541672516329E-05,-1.08742722110766E-09,7.36785445888019E-05,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link15.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link15.STL,,lidar mounting-2,Global co-ordinate system,Global_z,Joint15,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link16,0.0860599527491482,-0.0311678812011154,0.230999999999248,0,0,0,0.195974140236158,0.00426593968884983,1.11831806580405E-21,-5.99302047317472E-21,3.64003984622091E-05,3.53700427244591E-20,0.00426593968884983,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link16.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link16.STL,,30x30_510mm-1,Global co-ordinate system,Global_y,Joint16,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link17,0.196624239141828,-0.186353876739846,0.103749732519713,0,0,0,1.0734800046616,0.00296390285215948,8.51874920600184E-08,3.34931569820815E-05,0.00355102148123258,-1.81437140577416E-06,0.00229403118843101,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link17.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link17.STL,,755362210-1,Global co-ordinate system,Global_y,Joint17,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link18,-0.231940047250849,-0.27115848470035,0.187299999999947,0,0,0,0.0391600670951286,2.24437538896452E-05,4.20113625114063E-22,1.57039549976015E-22,3.05153745176888E-06,8.01961844946684E-20,2.24437538896452E-05,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link18.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link18.STL,,shaft-3,Global co-ordinate system,Global_y,Joint18,fixed,0,0,0,0,0,0,base_link,0,0,1,0,0,0,0,,,,,,,,
Link19,-0.21644004725085,-0.0311678812011161,0.0267999999999432,0,0,0,0.941935769065505,0.0124970752255346,3.31870238430256E-17,-8.36937029359261E-18,0.0023975609154183,-4.36036057524128E-17,0.0148907114085818,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link19.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link19.STL,,battery_base_plate-1,Global co-ordinate system,Global_z,Joint19,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link20,-0.306440047250851,-0.0311678812011168,0.084299999999942,0,0,0,0.0394325498269454,0.000515240559709496,3.56939373489624E-18,7.27001479432645E-21,1.41292208661844E-06,3.64410592174574E-18,0.000513991939913823,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link20.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link20.STL,,battery_side_plate-1,Global co-ordinate system,Global_y,Joint20,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link21,-0.374883495664155,-0.156250461101378,0.0747492216621648,0,0,0,0.401469613500441,0.000575391349633005,1.66472282521855E-08,6.50310711871671E-06,0.000689369729779345,-3.52827194156081E-07,0.000445345589451271,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link21.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link21.STL,,755362 castor151-1,Global co-ordinate system,Global_y,Joint21,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link22,-0.126440047250849,-0.0311678812011155,0.0842999999999418,0,0,0,0.0394325498269454,0.000515240559709496,3.59947679029071E-18,8.75164349335112E-21,1.41292208661844E-06,3.64590568245821E-18,0.000513991939913823,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link22.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link22.STL,,battery_side_plate-2,Global co-ordinate system,Axis_Joint22,Joint22,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link23,0.19662423914186,0.123646123260129,0.103749732519785,0,0,0,1.07348000466138,0.00296390285214938,8.51874911187443E-08,3.34931569757985E-05,0.00355102148122461,-1.81437140749238E-06,0.0022940311884329,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link23.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link23.STL,,755362210-3,Global co-ordinate system,Global_y,Joint23,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link24,0.0210599527491509,0.173832118798874,0.230999999999198,0,0,0,0.0384263020070898,3.55905848551444E-05,1.16386194672992E-21,-9.39867815142039E-22,7.1373330318057E-06,-6.28776957617616E-22,3.55905848551444E-05,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link24.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link24.STL,,30x30_100mm-1,Global co-ordinate system,Global_y,Joint24,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link25,0.021059952749151,-0.236167881201115,0.230999999999224,0,0,0,0.0384263020070898,3.55905848551444E-05,1.03536633174158E-21,-1.51360319606566E-21,7.13733303180571E-06,-6.76511310487228E-22,3.55905848551444E-05,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link25.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link25.STL,,30x30_100mm-2,Global co-ordinate system,Global_y,Joint25,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link26,-0.221440047250849,-0.216167881198525,0.187300000015011,0,0,0,0.285664271946701,0.000134622975000269,-1.63980396445789E-17,3.23205467449918E-20,0.00482188393612312,2.5977192254631E-09,0.00474085028091808,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link26.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link26.STL,,30X60_445mm-2,Global co-ordinate system,Global_x,Joint26,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link27,-0.22144004725085,0.153832118801476,0.187300000015025,0,0,0,0.285664271946701,0.000134622975000269,-1.6398039644578E-17,3.23205467610406E-20,0.00482188393612312,2.59771922546387E-09,0.00474085028091808,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link27.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link27.STL,,30X60_445mm-3,Global co-ordinate system,Global_x,Joint27,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link28,-0.374883495664153,0.0936466817086076,0.0747492216621653,0,0,0,0.401469613500411,0.000575391349632999,1.66472282498037E-08,6.5031071187309E-06,0.000689369729779311,-3.5282719416229E-07,0.000445345589451252,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link28.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link28.STL,,755362 castor151-3,Global co-ordinate system,Global_y,Joint28,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link29,-0.231929570707067,0.183832118798885,0.187299999999943,0,0,0,0.0765369242121023,3.75837417992498E-05,-1.49646180381934E-22,-1.86115637824479E-21,8.23761841472627E-05,-1.27054942088148E-21,5.62729809798283E-05,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link29.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link29.STL,,bearing_case-1,Global co-ordinate system,Global_y,Joint29,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link30,-0.231940178668732,-0.243164681601725,0.187299999999934,0,0,0,0.0168968699572401,2.82168888591726E-06,-9.03063447762258E-21,2.7569671322451E-22,5.30104790498525E-06,-1.10240103062633E-11,2.82142007622028E-06,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link30.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link30.STL,,Real_bearing-1,Global co-ordinate system,Global_y,Joint30,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link31,-0.231940178668693,0.180835318398275,0.187299999999944,0,0,0,0.0168968699572401,2.82168888591726E-06,-8.64941407516074E-21,-4.15348065078189E-21,5.30104790498525E-06,-1.10240103057057E-11,2.82142007622028E-06,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link31.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link31.STL,,Real_bearing-2,Global co-ordinate system,Global_y,Joint31,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link32,-0.231917087216282,0.238832144358291,0.19213076818306,0,0,0,0.0427853512427509,1.47659649745295E-05,3.88263351007286E-11,2.46888863224477E-08,2.55229311948895E-05,2.84877921607819E-11,1.37327360943571E-05,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link32.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link32.STL,,manf_shaft_support-5,Global co-ordinate system,Axis_Joint32,Joint32,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link33,-0.173898337093489,-0.0311678812011152,0.192562487600842,0,0,0,0.408138119584668,0.00490290267097414,7.16935454095538E-18,-1.65766592879883E-07,0.00417290712094575,5.74439859055914E-19,0.00905213370870661,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link33.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link33.STL,,sheet_driver_bms_ipc-1,Global co-ordinate system,Axis_Joint33,Joint33,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link34,-0.0649400472508466,0.174832118798885,0.131935381448907,0,0,0,0.141033788770476,0.000236938239126702,-3.122519163546E-21,-6.30413160234535E-20,0.00050739815814905,-3.60873959123404E-21,0.00027384472995284,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link34.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link34.STL,,motor_mount_plate-5,Global co-ordinate system,Axis5,Joint34,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link35,-0.0649400472508466,-0.237167881201115,0.131935381448947,0,0,0,0.141033788770476,0.000236938239126702,-1.25925623200838E-21,-2.79969718137102E-20,0.00050739815814905,-7.24703862451917E-21,0.000273844729952839,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link35.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link35.STL,,motor_mount_plate-6,Global co-ordinate system,Axis5,Joint35,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
Link36,0.0160599527491533,-0.0311678812011232,0.172299999999946,0,0,0,0.153705208028359,0.00206367743977507,8.84912654241048E-21,-5.12625797584132E-21,2.85493321272228E-05,-3.8868947067103E-21,0.00206367743977507,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link36.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://cad_assembly_amr_final_1/meshes/Link36.STL,,30x30-1,Global co-ordinate system,Global_x,Joint36,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
